unix_ts,cpu_pct,mem_used_kb,load1,conntrack_count,conntrack_max,fd_used,tcp_tw
1780473977,7.35,47164280,11.44,1653,1572864,136800,281
1780473978,7.98,47171432,11.44,1665,1572864,136800,286
1780473979,11.18,47221364,11.44,1688,1572864,136896,293
1780473980,8.37,47235284,11.44,1699,1572864,136992,303
1780473981,7.88,47190296,10.68,1712,1572864,136992,308
1780473982,11.33,47178204,10.68,1733,1572864,136992,314
1780473983,8.06,47185348,10.68,1738,1572864,136992,316
1780473984,8.07,47183704,10.68,1757,1572864,136992,325
1780473985,11.94,47207052,10.68,1781,1572864,137088,334
1780473986,7.58,47202912,10.07,1789,1572864,137088,341
1780473987,7.71,47204588,10.07,1804,1572864,137088,349
1780473988,11.50,47176536,10.07,1818,1572864,137088,352
1780473989,7.71,47170448,10.07,1835,1572864,137088,351
1780473990,9.00,47168484,10.07,1849,1572864,137088,358
1780473991,10.73,47239420,9.58,1866,1572864,137088,363
1780473992,8.09,47228456,9.58,1880,1572864,136992,371
1780473993,8.84,47231368,9.58,1893,1572864,136992,378
1780473995,11.17,47237644,9.58,1914,1572864,136992,385
1780473996,7.41,47212704,9.05,1926,1572864,136992,390
1780473997,8.27,47208696,9.05,1936,1572864,137088,397
1780473998,11.40,47212200,9.05,1948,1572864,137088,386
1780473999,8.69,47210788,9.05,1958,1572864,137088,391
1780474000,7.33,47203736,9.05,1979,1572864,137088,403
1780474001,11.36,47245556,8.49,1992,1572864,137088,408
1780474002,7.62,47249944,8.49,2006,1572864,137088,398
1780474003,7.88,47216220,8.49,2017,1572864,136992,407
1780474004,10.59,47323892,8.49,2030,1572864,136992,412
1780474005,9.14,47257876,8.49,2052,1572864,136992,423
1780474006,7.92,47231372,8.05,2063,1572864,136992,408
1780474007,9.57,47227432,8.05,2072,1572864,136992,416
1780474008,10.69,47228476,8.05,2091,1572864,136992,420
1780474009,10.98,47170092,8.05,2105,1572864,136992,430
1780474010,10.09,47164220,8.05,848,1572864,137184,415
1780474011,13.11,47164380,7.80,873,1572864,137088,427
1780474012,10.76,47141884,7.80,880,1572864,136896,431
1780474013,10.26,47106464,7.80,892,1572864,136896,404
1780474014,14.84,47091636,7.80,916,1572864,136896,412
1780474015,10.20,47071240,7.80,921,1572864,136896,417
1780474016,10.72,47072948,7.74,933,1572864,136896,422
1780474018,14.37,47097004,7.74,951,1572864,136896,404
1780474019,10.09,47067872,7.74,955,1572864,136800,407
1780474020,10.96,47070016,7.74,974,1572864,136800,415
1780474021,16.18,47090416,7.68,993,1572864,136896,422
1780474022,10.25,47069064,7.68,1000,1572864,136992,399
1780474023,12.15,47079776,7.68,1013,1572864,136704,407
1780474024,13.61,47097592,7.68,1030,1572864,136704,415
1780474025,27.29,47067648,7.68,1042,1572864,136608,423
1780474026,16.19,47051784,7.47,1053,1572864,136512,403
1780474027,46.86,47046324,7.47,1072,1572864,136320,409
1780474028,10.41,47047572,7.47,1075,1572864,136320,411
1780474029,10.70,47027884,7.47,1089,1572864,136512,417
1780474030,18.22,47096952,7.47,1122,1572864,136416,394
1780474031,17.21,47277424,7.11,1163,1572864,136320,403
1780474032,11.05,47266796,7.11,1176,1572864,136224,409
1780474033,11.45,47235980,7.11,1185,1572864,136224,414
1780474034,27.05,47188880,7.11,1200,1572864,136224,402
1780474035,40.95,47193876,7.11,1222,1572864,136224,412
1780474036,55.39,47068408,6.78,1224,1572864,136032,414
1780474037,72.37,46894392,6.78,1009,1572864,135936,417
1780474038,23.18,46886648,6.78,1012,1572864,135936,394
1780474039,7.26,46855240,6.78,1015,1572864,135936,395
1780474041,7.25,46846904,6.78,1017,1572864,135936,396
1780474042,43.67,46798988,6.64,1019,1572864,135840,398
1780474043,11.29,46788716,6.64,1022,1572864,135840,368
1780474044,7.00,46773724,6.64,1024,1572864,135840,370
1780474045,6.94,46763608,6.64,1027,1572864,135840,372
1780474046,7.77,46763328,6.42,1031,1572864,135840,375
1780474047,7.02,46757820,6.42,1034,1572864,135840,351
1780474048,7.18,46760288,6.42,1037,1572864,135840,354
1780474049,6.78,46765464,6.42,1041,1572864,135840,356
1780474050,7.15,46764316,6.42,1043,1572864,135840,358
1780474051,7.14,46764836,6.07,1045,1572864,135840,329
1780474052,6.75,46766244,6.07,1048,1572864,135840,331
1780474053,7.66,46756312,6.07,1050,1572864,135840,332
1780474054,7.39,46760880,6.07,1054,1572864,135840,334
1780474055,7.08,46769052,6.07,1058,1572864,135840,308
1780474056,7.43,46758552,5.90,1060,1572864,135840,309
1780474057,7.75,46762504,5.90,1066,1572864,135840,311
1780474058,6.99,46750100,5.90,1068,1572864,135840,312
1780474059,7.53,46756364,5.90,1071,1572864,135840,292
1780474060,6.93,46763240,5.90,1076,1572864,135840,294
1780474061,7.24,46758356,5.75,1085,1572864,135840,296
1780474063,7.45,46749888,5.75,1087,1572864,135840,263
1780474064,6.98,46752092,5.75,1090,1572864,135840,265
1780474065,6.91,46753740,5.75,1093,1572864,135840,267
1780474066,7.51,46750112,5.85,1095,1572864,135840,269
1780474067,46.15,46528364,5.85,1097,1572864,135168,243
1780474068,8.51,46516424,5.85,878,1572864,135264,243
1780474069,6.81,46518236,5.85,881,1572864,135264,244
1780474070,6.94,46508320,5.85,882,1572864,135264,245
1780474071,6.75,46502664,5.70,858,1572864,135264,217
1780474072,6.79,46506276,5.70,859,1572864,135264,218
1780474073,7.64,46505676,5.70,860,1572864,135264,218
1780474074,7.08,46500868,5.70,861,1572864,135264,219
1780474075,7.10,46512704,5.70,863,1572864,135264,192
1780474076,8.04,46510496,5.41,864,1572864,135264,193
1780474077,7.23,46508184,5.41,867,1572864,135264,193
1780474078,9.69,46535748,5.41,868,1572864,135264,193
1780474079,9.30,46529792,5.41,871,1572864,135168,178
1780474080,10.72,46546864,5.41,871,1572864,135168,178
1780474081,7.74,46544300,5.13,873,1572864,135168,179
1780474082,7.04,46520100,5.13,874,1572864,135168,179
1780474083,9.69,46521508,5.13,875,1572864,135168,150
1780474085,7.37,46519612,5.13,877,1572864,135168,151
1780474086,8.03,46512016,5.12,878,1572864,135168,152
1780474087,8.35,46512004,5.12,880,1572864,135168,152
1780474088,10.11,46507192,5.12,882,1572864,135168,125
1780474089,7.96,46507072,5.12,884,1572864,135168,125
1780474090,7.71,46516504,5.12,885,1572864,135168,126
1780474091,8.63,46507844,5.19,886,1572864,135168,126
1780474092,7.34,46495832,5.19,887,1572864,135168,98
1780474093,6.80,46496412,5.19,888,1572864,135168,98
1780474094,7.02,46475684,5.19,889,1572864,135168,99
1780474095,8.47,46464012,5.19,891,1572864,135264,100
1780474096,7.94,46462200,4.94,892,1572864,135264,71
1780474097,7.20,46430088,4.94,895,1572864,135360,71
1780474098,7.02,46422124,4.94,896,1572864,135360,72
1780474099,7.87,46418928,4.94,898,1572864,135360,73
1780474100,6.95,46420444,4.94,899,1572864,135360,67
