unix_ts,cpu_pct,mem_used_kb,load1,conntrack_count,conntrack_max,fd_used,tcp_tw
1780469302,15.94,49009484,11.95,1375,1572864,136608,530
1780469303,21.11,48982132,11.95,1389,1572864,136608,540
1780469304,17.77,48999516,11.95,1402,1572864,136608,509
1780469305,15.53,48986504,11.63,1409,1572864,136608,512
1780469306,20.67,48987308,11.63,1426,1572864,136608,525
1780469307,20.75,48990716,11.63,1442,1572864,136608,534
1780469308,15.82,48993080,11.63,1448,1572864,136608,503
1780469309,16.31,48982992,11.63,1466,1572864,136608,510
1780469310,17.94,48996064,11.34,1478,1572864,136704,516
1780469311,14.94,48967704,11.34,1485,1572864,136704,520
1780469312,14.96,48973912,11.34,1499,1572864,136704,495
1780469313,15.71,48940180,11.34,1512,1572864,136608,501
1780469314,34.58,48913172,11.34,1517,1572864,136608,504
1780469315,46.41,48412376,12.68,1162,1572864,136320,512
1780469316,16.02,48394076,12.68,1179,1572864,136128,487
1780469317,39.46,48429768,12.68,1188,1572864,136320,492
1780469318,14.70,48487024,12.68,1199,1572864,136320,498
1780469319,15.97,48591272,12.68,1217,1572864,136320,475
1780469320,16.05,48559948,12.38,1240,1572864,136512,486
1780469321,13.25,48548984,12.38,1251,1572864,136512,493
1780469322,13.94,48534272,12.38,1258,1572864,136416,497
1780469324,14.42,48542312,12.38,1271,1572864,136512,466
1780469325,14.34,48592788,12.38,1282,1572864,136512,473
1780469326,20.65,48713064,11.95,1292,1572864,136512,481
1780469327,72.07,48667792,11.95,1160,1572864,136320,492
1780469328,24.30,48662072,11.95,1170,1572864,136320,457
1780469329,13.49,48644948,11.95,1175,1572864,136320,460
1780469330,15.56,48650188,12.04,1186,1572864,136128,469
1780469331,33.69,48599208,12.04,1198,1572864,136320,474
1780469332,28.55,48626656,12.04,1201,1572864,136320,444
1780469333,15.00,48840552,12.04,1212,1572864,136224,451
1780469334,12.74,48843904,12.04,1221,1572864,136224,456
1780469335,12.87,48828160,11.47,1227,1572864,136128,461
1780469336,13.59,48878884,11.47,1242,1572864,136128,435
1780469337,14.35,48969520,11.47,1253,1572864,136128,440
1780469338,16.49,49140248,11.47,1257,1572864,136128,442
1780469339,13.26,49329096,11.47,1269,1572864,136128,450
1780469340,14.62,49522912,11.11,1279,1572864,136128,417
1780469341,17.18,49821876,11.11,1289,1572864,136128,424
1780469342,16.97,50304564,11.11,1297,1572864,136128,432
1780469343,16.36,50793908,11.11,1307,1572864,136128,437
1780469344,34.13,50914068,11.11,1317,1572864,136320,412
1780469345,65.43,51550824,12.31,1330,1572864,136320,418
1780469347,62.93,51740788,12.31,1337,1572864,136224,420
1780469348,81.61,51428252,12.31,1350,1572864,136224,427
1780469349,82.05,51431964,12.31,1153,1572864,136224,395
1780469350,66.18,51385912,15.24,1157,1572864,136224,399
1780469351,24.04,51257316,15.24,1170,1572864,136224,408
1780469352,14.50,51230724,15.24,1178,1572864,136224,411
1780469353,13.67,51124380,15.24,1181,1572864,136224,382
1780469354,13.94,51080052,15.24,1193,1572864,136128,390
1780469355,16.31,51010328,14.74,1206,1572864,136128,396
1780469356,39.69,51130884,14.74,1213,1572864,136128,402
1780469357,29.23,51187680,14.74,1125,1572864,136224,383
1780469358,15.61,51088484,14.74,1132,1572864,136320,386
1780469359,13.91,51307888,14.74,1138,1572864,136320,391
1780469360,63.09,51890904,17.01,1149,1572864,136320,398
1780469361,86.00,52718304,17.01,1157,1572864,136320,371
1780469362,52.00,52796584,17.01,1162,1572864,136320,373
1780469363,45.99,52783240,17.01,1172,1572864,136320,377
1780469364,55.88,51982508,17.01,1182,1572864,136416,382
1780469365,37.99,52091292,17.57,1198,1572864,136416,368
1780469366,19.60,51938868,17.57,1212,1572864,136416,375
1780469367,14.97,51905152,17.57,1220,1572864,136416,379
1780469369,14.13,51887148,17.57,1237,1572864,136320,352
1780469370,12.38,51849028,17.57,1248,1572864,136320,357
